Datetime,Adj Close,Close,High,Low,Open,Volume,close,open,high,low,volume,ema8,above_ema8,ema8_distance,ma5,ma20,tp_volume,date,cum_tp_volume,cum_volume,vwap,above_vwap,vwap_distance,tr1,tr2,tr3,tr,atr14,volume_ma20,volume_ratio,volume_spike,body,upper_shadow,lower_shadow,day_position,future_high_30,future_low_30,future_high_60,future_low_60,mfe_30,mae_30,mfe_60,mae_60,strong_buy_label,high_risk_label,weak_buy_label,reward_risk_ratio_60,good_rr_label,buy_probability,expected_profit,expected_loss,rr,win
2026-04-08 04:05:00+00:00,211500.0,211500.0,211500.0,210500.0,210750.0,628080,211500.0,210750.0,211500.0,210500.0,628080,210825.6144408529,1,674.3855591471074,210900.0,210387.5,132629560000.0,2026-04-08,4823228324166.667,22944201,210215.57142768524,1,1284.4285723147625,1000.0,750.0,250.0,1000.0,732.1428571428571,231494.35,2.7131547703000094,1,750.0,0.0,250.0,1.0,213500.0,211000.0,214500.0,211000.0,2000.0,500.0,3000.0,500.0,1,0,0,6.0,1,0.79285043,3000.0,500.0,6.0,1
2026-04-09 05:15:00+00:00,204000.0,204000.0,204000.0,203000.0,203250.0,388643,204000.0,203250.0,204000.0,203000.0,388643,203185.0099073176,1,814.9900926824193,203150.0,203062.5,79153624333.33333,2026-04-09,4026914035416.6665,19684027,204577.75410573592,0,-577.7541057359194,1000.0,1000.0,0.0,1000.0,857.1428571428571,231513.15,1.6787080993023509,0,750.0,0.0,250.0,0.5714285714285714,205000.0,203500.0,209000.0,203000.0,1000.0,500.0,5000.0,1000.0,1,0,0,5.0,1,0.8208305,5000.0,1000.0,5.0,1
2026-04-09 05:25:00+00:00,204500.0,204500.0,205000.0,203500.0,203750.0,436265,204500.0,203750.0,205000.0,203500.0,436265,203574.88253652543,1,925.1174634745404,203650.0,203100.0,89143481666.66667,2026-04-09,4157283216416.6665,20322544,204565.0985632835,0,-65.09856328353635,1500.0,1250.0,250.0,1500.0,910.7142857142856,237307.6,1.8383945562636848,0,750.0,500.0,250.0,0.7142857142857143,205000.0,203000.0,209000.0,203000.0,500.0,1500.0,4500.0,1500.0,1,0,0,3.0,1,0.81329787,4500.0,1500.0,3.0,1
2026-04-13 00:05:00+00:00,199300.0,199300.0,199700.0,199000.0,199650.0,613301,199300.0,199650.0,199700.0,199000.0,613301,203762.43026492075,0,-4462.430264920753,203540.0,206347.5,122251332666.66669,2026-04-13,122251332666.66669,613301,199333.33333333337,0,-33.333333333343035,700.0,50.0,650.0,700.0,1267.857142857143,179725.65,3.4124288881414535,1,350.0,50.0,300.0,0.0932203389830508,203000.0,199200.0,203000.0,199200.0,3700.0,100.0,3700.0,100.0,1,0,0,37.0,1,0.8459325,3700.0,100.0,37.0,1
2026-04-13 00:10:00+00:00,200500.0,200500.0,200500.0,199200.0,199400.0,380870,200500.0,199400.0,200500.0,199200.0,380870,203037.44576160505,0,-2537.4457616050204,202390.0,205985.0,76199391333.33333,2026-04-13,198450724000.0,994171,199614.27561254552,1,885.7243874544802,1300.0,1200.0,100.0,1300.0,1325.0,195228.5,1.9508934402507832,0,1100.0,0.0,200.0,0.1949152542372881,203000.0,200000.0,203000.0,200000.0,2500.0,500.0,2500.0,500.0,1,0,0,5.0,1,0.7953492,2500.0,500.0,5.0,1
2026-04-13 00:15:00+00:00,200500.0,200500.0,201000.0,200000.0,200500.0,349324,200500.0,200500.0,201000.0,200000.0,349324,202473.5689256928,0,-1973.5689256927872,201290.0,205622.5,70039462000.0,2026-04-13,268490186000.0,1343495,199844.57404009692,1,655.4259599030775,1000.0,500.0,500.0,1000.0,1378.571428571429,206476.75,1.6918321312205853,0,0.0,500.0,500.0,0.1949152542372881,203000.0,200000.0,203000.0,200000.0,2500.0,500.0,2500.0,500.0,1,0,0,5.0,1,0.74343127,2500.0,500.0,5.0,1
2026-04-13 05:20:00+00:00,202000.0,202000.0,202500.0,201500.0,201750.0,266490,202000.0,201750.0,202500.0,201500.0,266490,201769.43366861632,1,230.56633138368488,201850.0,201250.0,53830980000.0,2026-04-13,2520821029500.0,12528011,201214.7841744392,1,785.2158255608229,1000.0,750.0,250.0,1000.0,875.0,170006.0,1.5675329106031552,0,250.0,500.0,250.0,0.6666666666666666,202500.0,201500.0,208000.0,201000.0,500.0,500.0,6000.0,1000.0,1,0,0,6.0,1,0.83521235,6000.0,1000.0,6.0,1
2026-04-13 05:45:00+00:00,202000.0,202000.0,202500.0,201500.0,201750.0,254007,202000.0,201750.0,202500.0,201500.0,254007,201937.63436583913,1,62.365634160873014,202050.0,201625.0,51309414000.0,2026-04-13,2684284329750.0,13337196,201263.0188346936,1,736.9811653064098,1000.0,750.0,250.0,1000.0,910.7142857142856,162220.85,1.56580982037759,0,250.0,500.0,250.0,0.8,208000.0,201000.0,208500.0,201000.0,6000.0,1000.0,6500.0,1000.0,1,0,0,6.5,1,0.8309322,6500.0,1000.0,6.5,1
2026-04-13 05:55:00+00:00,201000.0,201000.0,201750.0,201000.0,201750.0,254344,201000.0,201750.0,201750.0,201000.0,254344,201653.63066575455,0,-653.6306657545501,201650.0,201650.0,51186730000.0,2026-04-13,2750397619750.0,13665556,201264.96278307305,0,-264.9627830730169,750.0,250.0,500.0,750.0,857.1428571428571,165613.25,1.535770839591639,0,750.0,0.0,0.0,0.4,208000.0,205500.0,208500.0,205500.0,7000.0,-4500.0,7500.0,-4500.0,1,0,0,-1.6666666666666667,0,0.72420406,7500.0,-4500.0,-1.6666666666666667,1
2026-04-14 05:40:00+00:00,207000.0,207000.0,208000.0,207000.0,207250.0,344146,207000.0,207250.0,208000.0,207000.0,344146,207804.10993082108,0,-804.1099308210833,207600.0,208650.0,71352937333.33334,2026-04-14,4170013988583.3335,20041069,208073.4310421931,0,-1073.431042193086,1000.0,750.0,250.0,1000.0,821.4285714285714,218953.35,1.571777732562667,0,250.0,750.0,0.0,0.0,215000.0,207000.0,215000.0,207000.0,8000.0,0.0,8000.0,0.0,1,0,0,8000.0,1,0.9017352,8000.0,0.0,8000.0,1
2026-04-15 05:45:00+00:00,210500.0,210500.0,212000.0,210500.0,211500.0,532739,210500.0,211500.0,212000.0,210500.0,532739,212399.679942975,0,-1899.6799429749951,212150.0,213625.0,112407929000.0,2026-04-15,4209448848166.6665,19670134,214002.04229247585,0,-3502.042292475817,1500.0,500.0,1000.0,1500.0,857.1428571428571,292436.4,1.821726023162643,0,1000.0,500.0,0.0,0.0,213000.0,210000.0,214000.0,210000.0,2500.0,500.0,3500.0,500.0,1,0,0,7.0,1,0.934153,3500.0,500.0,7.0,1
2026-04-15 05:50:00+00:00,210250.0,210250.0,211000.0,210000.0,211000.0,662559,210250.0,211000.0,211000.0,210000.0,662559,211921.97328898055,0,-1671.9732889805457,211500.0,213412.5,139413456250.0,2026-04-15,4348862304416.6665,20332693,213885.20961865044,0,-3635.209618650435,1000.0,500.0,500.0,1000.0,892.8571428571429,319743.45,2.0721581630522845,1,750.0,0.0,250.0,0.05,213000.0,210000.0,214500.0,210000.0,2750.0,250.0,4250.0,250.0,1,0,0,17.0,1,0.8932998,4250.0,250.0,17.0,1
