,Datetime,Adj Close,Close,High,Low,Open,Volume
29,2026-02-25 02:25:00+00:00,204500.0,204500.0,204500.0,203500.0,204000.0,188901
30,2026-02-25 02:30:00+00:00,205000.0,205000.0,205000.0,204000.0,204500.0,185878
31,2026-02-25 02:35:00+00:00,205000.0,205000.0,205500.0,204500.0,205000.0,466027
32,2026-02-25 02:40:00+00:00,205500.0,205500.0,205500.0,204500.0,204750.0,163025
33,2026-02-25 02:45:00+00:00,205000.0,205000.0,205500.0,205000.0,205500.0,154356
34,2026-02-25 02:50:00+00:00,205250.0,205250.0,205500.0,205000.0,205000.0,237719
35,2026-02-25 02:55:00+00:00,205500.0,205500.0,206000.0,205000.0,205250.0,272485
36,2026-02-25 03:00:00+00:00,204250.0,204250.0,206000.0,204000.0,205500.0,417778
37,2026-02-25 03:05:00+00:00,204250.0,204250.0,204500.0,204000.0,204500.0,150764
38,2026-02-25 03:10:00+00:00,204750.0,204750.0,205000.0,204000.0,204250.0,140955
39,2026-02-25 03:15:00+00:00,205000.0,205000.0,205000.0,204500.0,204750.0,91475
40,2026-02-25 03:20:00+00:00,204000.0,204000.0,205000.0,203500.0,205000.0,321450
41,2026-02-25 03:25:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,102770
42,2026-02-25 03:30:00+00:00,203000.0,203000.0,204000.0,203000.0,203750.0,232833
43,2026-02-25 03:35:00+00:00,204000.0,204000.0,204000.0,203000.0,203000.0,146442
44,2026-02-25 03:40:00+00:00,204000.0,204000.0,204500.0,203500.0,204000.0,220698
45,2026-02-25 03:45:00+00:00,203500.0,203500.0,204000.0,203500.0,203500.0,74843
46,2026-02-25 03:50:00+00:00,203500.0,203500.0,204000.0,203500.0,204000.0,199926
47,2026-02-25 03:55:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,76977
48,2026-02-25 04:00:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,97123
49,2026-02-25 04:05:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,369564
50,2026-02-25 04:10:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,147336
51,2026-02-25 04:15:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,132288
52,2026-02-25 04:20:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,85886
53,2026-02-25 04:25:00+00:00,204000.0,204000.0,204000.0,203500.0,204000.0,160940
54,2026-02-25 04:30:00+00:00,204750.0,204750.0,205000.0,203750.0,204000.0,500414
55,2026-02-25 04:35:00+00:00,204500.0,204500.0,205000.0,204000.0,204500.0,148225
56,2026-02-25 04:40:00+00:00,205000.0,205000.0,205000.0,204000.0,204250.0,304654
57,2026-02-25 04:45:00+00:00,204750.0,204750.0,205000.0,204500.0,205000.0,323837
58,2026-02-25 04:50:00+00:00,205000.0,205000.0,205000.0,204500.0,204750.0,184964
59,2026-02-25 04:55:00+00:00,206000.0,206000.0,206000.0,204500.0,204500.0,277573
60,2026-02-25 05:00:00+00:00,206000.0,206000.0,206000.0,205500.0,205750.0,174721
61,2026-02-25 05:05:00+00:00,205000.0,205000.0,206000.0,205000.0,205750.0,320709
62,2026-02-25 05:10:00+00:00,205000.0,205000.0,205500.0,205000.0,205500.0,137558
63,2026-02-25 05:15:00+00:00,204000.0,204000.0,205500.0,204000.0,205250.0,398961
64,2026-02-25 05:20:00+00:00,203500.0,203500.0,204500.0,203500.0,204000.0,350961
65,2026-02-25 05:25:00+00:00,204000.0,204000.0,204000.0,203500.0,203500.0,162906
66,2026-02-25 05:30:00+00:00,203500.0,203500.0,204000.0,203500.0,203500.0,180414
67,2026-02-25 05:35:00+00:00,203500.0,203500.0,204000.0,203000.0,203500.0,338833
68,2026-02-25 05:40:00+00:00,203000.0,203000.0,203500.0,203000.0,203000.0,243195
69,2026-02-25 05:45:00+00:00,204000.0,204000.0,204000.0,203000.0,203250.0,509021
70,2026-02-25 05:50:00+00:00,203000.0,203000.0,204000.0,203000.0,203500.0,311066
71,2026-02-25 05:55:00+00:00,203000.0,203000.0,203500.0,203000.0,203000.0,204680
72,2026-02-26 00:00:00+00:00,208000.0,208000.0,209000.0,206000.0,206500.0,2010629
73,2026-02-26 00:05:00+00:00,209750.0,209750.0,210000.0,208000.0,208500.0,632615
74,2026-02-26 00:10:00+00:00,212000.0,212000.0,212500.0,209500.0,210000.0,806290
75,2026-02-26 00:15:00+00:00,213000.0,213000.0,214000.0,212000.0,212500.0,978252
76,2026-02-26 00:20:00+00:00,211500.0,211500.0,213000.0,210500.0,213000.0,611393
77,2026-02-26 00:25:00+00:00,213000.0,213000.0,213000.0,211000.0,211500.0,339005
78,2026-02-26 00:30:00+00:00,215500.0,215500.0,216000.0,212500.0,213000.0,1062381
79,2026-02-26 00:35:00+00:00,214000.0,214000.0,215500.0,214000.0,215500.0,585504
80,2026-02-26 00:40:00+00:00,215250.0,215250.0,215500.0,214000.0,214000.0,433950
81,2026-02-26 00:45:00+00:00,216500.0,216500.0,217500.0,215000.0,215250.0,718583
82,2026-02-26 00:50:00+00:00,215500.0,215500.0,217500.0,215500.0,216500.0,576105
83,2026-02-26 00:55:00+00:00,214750.0,214750.0,216000.0,214000.0,216000.0,499807
84,2026-02-26 01:00:00+00:00,215500.0,215500.0,215500.0,214000.0,214750.0,602493
85,2026-02-26 01:05:00+00:00,215000.0,215000.0,215500.0,214000.0,215500.0,445673
86,2026-02-26 01:10:00+00:00,215500.0,215500.0,215500.0,214000.0,215000.0,385466
87,2026-02-26 01:15:00+00:00,214000.0,214000.0,215500.0,214000.0,215500.0,282972
88,2026-02-26 01:20:00+00:00,213500.0,213500.0,214500.0,213000.0,214250.0,329559
89,2026-02-26 01:25:00+00:00,212000.0,212000.0,213500.0,212000.0,213000.0,504774
90,2026-02-26 01:30:00+00:00,213750.0,213750.0,214000.0,211500.0,212500.0,469524
91,2026-02-26 01:35:00+00:00,214000.0,214000.0,214500.0,213000.0,214000.0,264800
92,2026-02-26 01:40:00+00:00,213500.0,213500.0,214500.0,213000.0,214000.0,323247
93,2026-02-26 01:45:00+00:00,213000.0,213000.0,213500.0,213000.0,213500.0,194148
94,2026-02-26 01:50:00+00:00,213500.0,213500.0,214000.0,212500.0,213250.0,343239
95,2026-02-26 01:55:00+00:00,214500.0,214500.0,214500.0,213000.0,213500.0,262489
96,2026-02-26 02:00:00+00:00,214000.0,214000.0,214500.0,213500.0,214500.0,160470
97,2026-02-26 02:05:00+00:00,214250.0,214250.0,214500.0,213500.0,214000.0,256083
98,2026-02-26 02:10:00+00:00,214000.0,214000.0,214500.0,214000.0,214250.0,148602
99,2026-02-26 02:15:00+00:00,214500.0,214500.0,214500.0,214000.0,214000.0,267284
100,2026-02-26 02:20:00+00:00,214500.0,214500.0,214500.0,214000.0,214500.0,143298
101,2026-02-26 02:25:00+00:00,214500.0,214500.0,214500.0,214000.0,214250.0,132911
102,2026-02-26 02:30:00+00:00,213750.0,213750.0,214500.0,213500.0,214500.0,364749
103,2026-02-26 02:35:00+00:00,213500.0,213500.0,214000.0,213500.0,214000.0,149496
104,2026-02-26 02:40:00+00:00,213500.0,213500.0,214000.0,213000.0,213500.0,257451
105,2026-02-26 02:45:00+00:00,214000.0,214000.0,214500.0,213000.0,213500.0,327859
106,2026-02-26 02:50:00+00:00,215500.0,215500.0,215500.0,214000.0,214500.0,232063
107,2026-02-26 02:55:00+00:00,215750.0,215750.0,216000.0,215000.0,215500.0,190782
108,2026-02-26 03:00:00+00:00,215000.0,215000.0,216000.0,215000.0,215500.0,289464
109,2026-02-26 03:05:00+00:00,215000.0,215000.0,215500.0,214500.0,215500.0,229239
110,2026-02-26 03:10:00+00:00,214750.0,214750.0,215000.0,214500.0,215000.0,86413
111,2026-02-26 03:15:00+00:00,215250.0,215250.0,215500.0,214500.0,214750.0,237903
112,2026-02-26 03:20:00+00:00,215500.0,215500.0,215500.0,215000.0,215250.0,89739
113,2026-02-26 03:25:00+00:00,215500.0,215500.0,215500.0,215000.0,215500.0,96934
114,2026-02-26 03:30:00+00:00,215500.0,215500.0,215500.0,215000.0,215500.0,133609
115,2026-02-26 03:35:00+00:00,215500.0,215500.0,215500.0,215000.0,215500.0,174505
116,2026-02-26 03:40:00+00:00,214500.0,214500.0,215500.0,214000.0,215500.0,407466
117,2026-02-26 03:45:00+00:00,215000.0,215000.0,215000.0,214000.0,214500.0,100757
118,2026-02-26 03:50:00+00:00,214500.0,214500.0,215000.0,214000.0,215000.0,246257
119,2026-02-26 03:55:00+00:00,214500.0,214500.0,214500.0,214000.0,214500.0,120013
120,2026-02-26 04:00:00+00:00,214750.0,214750.0,215000.0,214000.0,214500.0,206041
121,2026-02-26 04:05:00+00:00,215000.0,215000.0,215000.0,214000.0,214750.0,163764
122,2026-02-26 04:10:00+00:00,214750.0,214750.0,215000.0,214500.0,215000.0,92067
123,2026-02-26 04:15:00+00:00,214500.0,214500.0,215000.0,214500.0,214750.0,168542
124,2026-02-26 04:20:00+00:00,214500.0,214500.0,215000.0,214500.0,214500.0,97596
125,2026-02-26 04:25:00+00:00,214500.0,214500.0,215000.0,214500.0,215000.0,127073
126,2026-02-26 04:30:00+00:00,215000.0,215000.0,215000.0,214500.0,214500.0,128235
127,2026-02-26 04:35:00+00:00,215500.0,215500.0,216000.0,214500.0,215000.0,456846
128,2026-02-26 04:40:00+00:00,216000.0,216000.0,216000.0,215500.0,216000.0,214577
129,2026-02-26 04:45:00+00:00,215500.0,215500.0,216000.0,215500.0,215500.0,197142
130,2026-02-26 04:50:00+00:00,215500.0,215500.0,216000.0,215500.0,216000.0,222372
131,2026-02-26 04:55:00+00:00,214000.0,214000.0,216000.0,214000.0,215500.0,611091
132,2026-02-26 05:00:00+00:00,214250.0,214250.0,214500.0,213500.0,214500.0,548107
133,2026-02-26 05:05:00+00:00,214500.0,214500.0,214500.0,214000.0,214250.0,127989
134,2026-02-26 05:10:00+00:00,215000.0,215000.0,215000.0,214000.0,214500.0,278417
135,2026-02-26 05:15:00+00:00,215000.0,215000.0,215500.0,214500.0,215000.0,240042
136,2026-02-26 05:20:00+00:00,216500.0,216500.0,216500.0,215000.0,215500.0,387869
137,2026-02-26 05:25:00+00:00,216000.0,216000.0,216500.0,215500.0,216250.0,311047
138,2026-02-26 05:30:00+00:00,215750.0,215750.0,216000.0,215500.0,215500.0,130832
139,2026-02-26 05:35:00+00:00,216250.0,216250.0,216500.0,215500.0,215500.0,350753
140,2026-02-26 05:40:00+00:00,216500.0,216500.0,216500.0,216000.0,216000.0,209754
141,2026-02-26 05:45:00+00:00,216750.0,216750.0,217000.0,216000.0,216000.0,567801
142,2026-02-26 05:50:00+00:00,216000.0,216000.0,217000.0,216000.0,216500.0,390595
143,2026-02-26 05:55:00+00:00,216000.0,216000.0,216500.0,215500.0,216500.0,537952
144,2026-02-27 00:00:00+00:00,214000.0,214000.0,214500.0,210000.0,210000.0,4080063
145,2026-02-27 00:05:00+00:00,215750.0,215750.0,216000.0,213500.0,213500.0,1277614
146,2026-02-27 00:10:00+00:00,217500.0,217500.0,217500.0,215500.0,215750.0,1445481
147,2026-02-27 00:15:00+00:00,218500.0,218500.0,219500.0,217000.0,217000.0,1249686
148,2026-02-27 00:20:00+00:00,219500.0,219500.0,220000.0,218000.0,218500.0,790169
149,2026-02-27 00:25:00+00:00,216000.0,216000.0,219500.0,215500.0,219500.0,1028863
150,2026-02-27 00:30:00+00:00,215750.0,215750.0,217500.0,215500.0,215500.0,550697
151,2026-02-27 00:35:00+00:00,214750.0,214750.0,216000.0,214000.0,215750.0,673426
152,2026-02-27 00:40:00+00:00,215000.0,215000.0,216500.0,214500.0,214500.0,571210
153,2026-02-27 00:45:00+00:00,216000.0,216000.0,216000.0,214500.0,215000.0,399766
154,2026-02-27 00:50:00+00:00,215250.0,215250.0,216500.0,215000.0,215500.0,373683
155,2026-02-27 00:55:00+00:00,215000.0,215000.0,215500.0,214500.0,215250.0,354136
156,2026-02-27 01:00:00+00:00,213250.0,213250.0,215500.0,213000.0,215000.0,616343
157,2026-02-27 01:05:00+00:00,212500.0,212500.0,214000.0,212500.0,213250.0,493166
158,2026-02-27 01:10:00+00:00,214500.0,214500.0,215000.0,212000.0,213000.0,638125
159,2026-02-27 01:15:00+00:00,213500.0,213500.0,215000.0,213000.0,214500.0,395327
160,2026-02-27 01:20:00+00:00,213750.0,213750.0,214500.0,213000.0,213250.0,340903
161,2026-02-27 01:25:00+00:00,212500.0,212500.0,214000.0,212500.0,213500.0,286760
162,2026-02-27 01:30:00+00:00,212500.0,212500.0,213000.0,212500.0,212500.0,267814
163,2026-02-27 01:35:00+00:00,212500.0,212500.0,213500.0,212500.0,213000.0,501615
164,2026-02-27 01:40:00+00:00,212750.0,212750.0,213000.0,212000.0,212750.0,339921
165,2026-02-27 01:45:00+00:00,212250.0,212250.0,213000.0,212000.0,212750.0,273827
166,2026-02-27 01:50:00+00:00,213500.0,213500.0,214000.0,212000.0,212500.0,342679
167,2026-02-27 01:55:00+00:00,212750.0,212750.0,214000.0,212500.0,214000.0,268818
168,2026-02-27 02:00:00+00:00,213500.0,213500.0,213500.0,212500.0,212500.0,361629
169,2026-02-27 02:05:00+00:00,213750.0,213750.0,214500.0,213000.0,213500.0,453065
170,2026-02-27 02:10:00+00:00,213250.0,213250.0,214000.0,213000.0,213750.0,225381
171,2026-02-27 02:15:00+00:00,214000.0,214000.0,214000.0,213000.0,213250.0,160477
172,2026-02-27 02:20:00+00:00,214750.0,214750.0,215500.0,213500.0,213750.0,437112
173,2026-02-27 02:25:00+00:00,215500.0,215500.0,215500.0,214500.0,214750.0,295533
174,2026-02-27 02:30:00+00:00,215500.0,215500.0,215500.0,215000.0,215500.0,156480
175,2026-02-27 02:35:00+00:00,215500.0,215500.0,216000.0,215000.0,215500.0,302174
176,2026-02-27 02:40:00+00:00,216500.0,216500.0,216500.0,215500.0,215500.0,449435
177,2026-02-27 02:45:00+00:00,216500.0,216500.0,217500.0,216000.0,216500.0,432041
178,2026-02-27 02:50:00+00:00,217000.0,217000.0,217000.0,216000.0,216750.0,285374
179,2026-02-27 02:55:00+00:00,218500.0,218500.0,218500.0,216500.0,217000.0,492389
180,2026-02-27 03:00:00+00:00,217000.0,217000.0,218500.0,216500.0,218500.0,343337
181,2026-02-27 03:05:00+00:00,217000.0,217000.0,218000.0,217000.0,217500.0,204504
182,2026-02-27 03:10:00+00:00,216250.0,216250.0,217500.0,215500.0,217250.0,534526
183,2026-02-27 03:15:00+00:00,217000.0,217000.0,217500.0,216250.0,216500.0,189141
184,2026-02-27 03:20:00+00:00,216250.0,216250.0,217500.0,216000.0,217000.0,282124
185,2026-02-27 03:25:00+00:00,216250.0,216250.0,216500.0,216000.0,216250.0,177174
186,2026-02-27 03:30:00+00:00,216000.0,216000.0,216500.0,215500.0,216250.0,256163
187,2026-02-27 03:35:00+00:00,216000.0,216000.0,216500.0,215500.0,216000.0,231045
188,2026-02-27 03:40:00+00:00,216500.0,216500.0,217000.0,216000.0,216250.0,202339
189,2026-02-27 03:45:00+00:00,216500.0,216500.0,217000.0,216000.0,216500.0,183294
190,2026-02-27 03:50:00+00:00,217250.0,217250.0,217500.0,216500.0,216500.0,239102
191,2026-02-27 03:55:00+00:00,217500.0,217500.0,217500.0,217000.0,217250.0,131968
192,2026-02-27 04:00:00+00:00,217250.0,217250.0,217500.0,217000.0,217500.0,180520
193,2026-02-27 04:05:00+00:00,217750.0,217750.0,218000.0,217000.0,217250.0,294264
194,2026-02-27 04:10:00+00:00,217000.0,217000.0,217750.0,216500.0,217750.0,263690
195,2026-02-27 04:15:00+00:00,216000.0,216000.0,217000.0,215500.0,216500.0,336286
196,2026-02-27 04:20:00+00:00,216750.0,216750.0,217000.0,215500.0,216000.0,305037
197,2026-02-27 04:25:00+00:00,216500.0,216500.0,217000.0,216500.0,216500.0,102275
198,2026-02-27 04:30:00+00:00,217000.0,217000.0,217000.0,216500.0,216500.0,128786
199,2026-02-27 04:35:00+00:00,217000.0,217000.0,217000.0,216500.0,217000.0,95331
200,2026-02-27 04:40:00+00:00,217500.0,217500.0,217500.0,216500.0,216500.0,205883
201,2026-02-27 04:45:00+00:00,217000.0,217000.0,217500.0,217000.0,217500.0,167866
202,2026-02-27 04:50:00+00:00,217000.0,217000.0,217500.0,216500.0,217000.0,305865
203,2026-02-27 04:55:00+00:00,217250.0,217250.0,217500.0,216500.0,217000.0,269413
204,2026-02-27 05:00:00+00:00,217500.0,217500.0,217500.0,217000.0,217000.0,116537
205,2026-02-27 05:05:00+00:00,218500.0,218500.0,219000.0,217000.0,217500.0,489239
206,2026-02-27 05:10:00+00:00,220500.0,220500.0,220500.0,218500.0,219000.0,574087
207,2026-02-27 05:15:00+00:00,222000.0,222000.0,222000.0,220000.0,220500.0,665405
208,2026-02-27 05:20:00+00:00,221000.0,221000.0,222500.0,220000.0,222000.0,686829
209,2026-02-27 05:25:00+00:00,222000.0,222000.0,222000.0,220500.0,220500.0,348295
210,2026-02-27 05:30:00+00:00,222500.0,222500.0,223000.0,221500.0,222000.0,615631
211,2026-02-27 05:35:00+00:00,221750.0,221750.0,222500.0,221000.0,222500.0,547108
212,2026-02-27 05:40:00+00:00,221500.0,221500.0,222000.0,221500.0,221750.0,256935
213,2026-02-27 05:45:00+00:00,221000.0,221000.0,222000.0,220500.0,222000.0,400699
214,2026-02-27 05:50:00+00:00,219500.0,219500.0,221500.0,219000.0,221000.0,599677
215,2026-02-27 05:55:00+00:00,218750.0,218750.0,219500.0,218500.0,219500.0,333235
216,2026-03-03 00:00:00+00:00,210000.0,210000.0,211000.0,209500.0,209500.0,0
217,2026-03-03 00:05:00+00:00,210500.0,210500.0,211000.0,210000.0,210000.0,832262
218,2026-03-03 00:10:00+00:00,207500.0,207500.0,210500.0,207500.0,210500.0,1792424
219,2026-03-03 00:15:00+00:00,208750.0,208750.0,209000.0,207000.0,207500.0,1149119
220,2026-03-03 00:20:00+00:00,208000.0,208000.0,208750.0,207500.0,208750.0,628814
221,2026-03-03 00:25:00+00:00,209000.0,209000.0,209000.0,208000.0,208000.0,611108
222,2026-03-03 00:30:00+00:00,210500.0,210500.0,211000.0,208500.0,209000.0,945818
223,2026-03-03 00:35:00+00:00,211000.0,211000.0,211000.0,210000.0,210500.0,585561
224,2026-03-03 00:40:00+00:00,212000.0,212000.0,212000.0,210500.0,210500.0,791072
225,2026-03-03 00:45:00+00:00,211000.0,211000.0,212500.0,211000.0,211500.0,755030
226,2026-03-03 00:50:00+00:00,212000.0,212000.0,212000.0,211000.0,211500.0,416348
227,2026-03-03 00:55:00+00:00,212000.0,212000.0,212000.0,210500.0,212000.0,519475
228,2026-03-03 01:00:00+00:00,211500.0,211500.0,212500.0,210500.0,212000.0,645173
229,2026-03-03 01:05:00+00:00,212000.0,212000.0,212000.0,211000.0,211500.0,231954
230,2026-03-03 01:10:00+00:00,211250.0,211250.0,212000.0,211000.0,212000.0,447483
231,2026-03-03 01:15:00+00:00,210000.0,210000.0,211500.0,210000.0,211250.0,335267
232,2026-03-03 01:20:00+00:00,211000.0,211000.0,211500.0,210000.0,210000.0,383995
233,2026-03-03 01:25:00+00:00,210250.0,210250.0,211500.0,210000.0,211500.0,274573
234,2026-03-03 01:30:00+00:00,210000.0,210000.0,210500.0,210000.0,210250.0,184890
235,2026-03-03 01:35:00+00:00,210000.0,210000.0,210500.0,209500.0,210250.0,513812
236,2026-03-03 01:40:00+00:00,210000.0,210000.0,210000.0,209500.0,210000.0,129602
237,2026-03-03 01:45:00+00:00,209000.0,209000.0,210000.0,208500.0,210000.0,393773
238,2026-03-03 01:50:00+00:00,208500.0,208500.0,209500.0,208500.0,208500.0,336905
239,2026-03-03 01:55:00+00:00,208000.0,208000.0,209000.0,208000.0,208750.0,466088
240,2026-03-03 02:00:00+00:00,207000.0,207000.0,208250.0,206000.0,208000.0,1334360
241,2026-03-03 02:05:00+00:00,207500.0,207500.0,208000.0,206500.0,207000.0,474102
242,2026-03-03 02:10:00+00:00,206500.0,206500.0,207500.0,206000.0,207250.0,380281
243,2026-03-03 02:15:00+00:00,205000.0,205000.0,206500.0,205000.0,206250.0,692782
244,2026-03-03 02:20:00+00:00,206000.0,206000.0,207000.0,204500.0,205250.0,1150260
245,2026-03-03 02:25:00+00:00,207000.0,207000.0,207500.0,205500.0,206000.0,351989
246,2026-03-03 02:30:00+00:00,206500.0,206500.0,207500.0,206500.0,207000.0,216527
247,2026-03-03 02:35:00+00:00,205750.0,205750.0,207000.0,205500.0,207000.0,249979
248,2026-03-03 02:40:00+00:00,205500.0,205500.0,206500.0,205000.0,205500.0,368646
249,2026-03-03 02:45:00+00:00,205500.0,205500.0,206000.0,205000.0,205500.0,326669
250,2026-03-03 02:50:00+00:00,204500.0,204500.0,205500.0,204000.0,205500.0,397259
251,2026-03-03 02:55:00+00:00,204000.0,204000.0,204500.0,203500.0,204250.0,582763
252,2026-03-03 03:00:00+00:00,203500.0,203500.0,204500.0,203500.0,204000.0,430709
253,2026-03-03 03:05:00+00:00,202000.0,202000.0,203750.0,202000.0,203500.0,804579
254,2026-03-03 03:10:00+00:00,203500.0,203500.0,203500.0,201000.0,202000.0,935623
255,2026-03-03 03:15:00+00:00,203250.0,203250.0,204500.0,203000.0,203500.0,537618
256,2026-03-03 03:20:00+00:00,201000.0,201000.0,203500.0,201000.0,203250.0,462562
257,2026-03-03 03:25:00+00:00,200500.0,200500.0,201500.0,200000.0,201500.0,638324
258,2026-03-03 03:30:00+00:00,200500.0,200500.0,201000.0,200000.0,200500.0,654629
259,2026-03-03 03:35:00+00:00,203000.0,203000.0,203500.0,200000.0,200000.0,1056534
260,2026-03-03 03:40:00+00:00,203250.0,203250.0,204000.0,202500.0,203000.0,637842
261,2026-03-03 03:45:00+00:00,203000.0,203000.0,204500.0,203000.0,203500.0,403157
262,2026-03-03 03:50:00+00:00,202750.0,202750.0,203500.0,202000.0,203250.0,384353
263,2026-03-03 03:55:00+00:00,202750.0,202750.0,203000.0,202500.0,202500.0,168164
264,2026-03-03 04:00:00+00:00,201750.0,201750.0,203000.0,201500.0,202750.0,397412
265,2026-03-03 04:05:00+00:00,200500.0,200500.0,202000.0,200500.0,201750.0,335376
266,2026-03-03 04:10:00+00:00,201000.0,201000.0,202000.0,200500.0,201000.0,437214
267,2026-03-03 04:15:00+00:00,201250.0,201250.0,201500.0,200500.0,201250.0,308712
268,2026-03-03 04:20:00+00:00,201000.0,201000.0,201500.0,200500.0,201000.0,245791
269,2026-03-03 04:25:00+00:00,200250.0,200250.0,201000.0,200000.0,201000.0,528385
270,2026-03-03 04:30:00+00:00,200000.0,200000.0,200500.0,200000.0,200000.0,357998
271,2026-03-03 04:35:00+00:00,199800.0,199800.0,200250.0,199500.0,200250.0,1369906
272,2026-03-03 04:40:00+00:00,199300.0,199300.0,199800.0,199200.0,199750.0,854445
273,2026-03-03 04:45:00+00:00,198700.0,198700.0,199700.0,198500.0,199200.0,1153259
274,2026-03-03 04:50:00+00:00,197600.0,197600.0,198900.0,197600.0,198700.0,1107353
275,2026-03-03 04:55:00+00:00,197500.0,197500.0,197800.0,196000.0,197600.0,1381296
276,2026-03-03 05:00:00+00:00,199000.0,199000.0,199300.0,197200.0,197500.0,993553
277,2026-03-03 05:05:00+00:00,201000.0,201000.0,201000.0,198800.0,199000.0,741519
278,2026-03-03 05:10:00+00:00,201000.0,201000.0,201000.0,200000.0,201000.0,373934
279,2026-03-03 05:15:00+00:00,199500.0,199500.0,201000.0,199000.0,201000.0,650884
280,2026-03-03 05:20:00+00:00,199900.0,199900.0,200000.0,199100.0,199500.0,400333
281,2026-03-03 05:25:00+00:00,199950.0,199950.0,200000.0,199300.0,199900.0,454077
282,2026-03-03 05:30:00+00:00,199000.0,199000.0,200000.0,198900.0,199950.0,518207
283,2026-03-03 05:35:00+00:00,198500.0,198500.0,199100.0,197700.0,199000.0,599676
284,2026-03-03 05:40:00+00:00,197700.0,197700.0,198700.0,197500.0,198600.0,597084
285,2026-03-03 05:45:00+00:00,196900.0,196900.0,197800.0,196800.0,197700.0,667461
286,2026-03-03 05:50:00+00:00,196100.0,196100.0,197000.0,196000.0,196900.0,1088083
287,2026-03-03 05:55:00+00:00,196000.0,196000.0,196400.0,195500.0,196200.0,913800
288,2026-03-04 00:00:00+00:00,179800.0,179800.0,185400.0,179600.0,184200.0,6040894
289,2026-03-04 00:05:00+00:00,188900.0,188900.0,188900.0,179600.0,179800.0,4037776
290,2026-03-04 00:10:00+00:00,189900.0,189900.0,190000.0,185000.0,188900.0,2877495
291,2026-03-04 00:15:00+00:00,193800.0,193800.0,193900.0,189500.0,190000.0,2655347
292,2026-03-04 00:20:00+00:00,191200.0,191200.0,195900.0,190900.0,193900.0,3574808
293,2026-03-04 00:25:00+00:00,192200.0,192200.0,195000.0,191100.0,191200.0,1926645
294,2026-03-04 00:30:00+00:00,187400.0,187400.0,192200.0,187000.0,192100.0,2213288
295,2026-03-04 00:35:00+00:00,185800.0,185800.0,188200.0,185000.0,187300.0,1715097
