datetime,open,high,low,close,volume,change_rate,volume_diff,ema8,ema8_distance,typical_price,vwap,vwap_distance,volume_ma5,volume_ratio,prev_close,tr1,tr2,tr3,tr,atr14,ma5,ma20,above_vwap,above_ema8,volume_spike,body,upper_shadow,lower_shadow,day_position
2026-06-10 13:00:00,303250.0,303250.0,302000.0,302000.0,14187271.0,-6.21,348246.0,303866.6023117679,-1866.6023117679288,302416.6666666667,357279.04123719956,-55279.04123719956,247659.8,1.4061466576327688,303250.0,1250.0,0.0,1250.0,1250.0,982.1428571428571,303350.0,304987.5,0,0,0,1250.0,0.0,0.0,0.16666666666666666
2026-06-10 13:05:00,302500.0,302500.0,301500.0,301500.0,14428212.0,-6.37,240941.0,303340.6906869306,-1840.6906869306113,301833.3333333333,357948.9897405393,-56448.989740539284,261791.0,0.9203563147701793,302000.0,1000.0,500.0,500.0,1000.0,982.1428571428571,302800.0,304812.5,0,0,0,1000.0,0.0,0.0,0.16049382716049382
2026-06-10 13:10:00,301750.0,301750.0,301000.0,301000.0,14629480.0,-6.52,201268.0,302820.537200946,-1820.5372009460116,301250.0,358527.1105635062,-57527.1105635062,262900.2,0.765568074881647,301500.0,750.0,250.0,500.0,750.0,964.2857142857143,302300.0,304662.5,0,0,0,750.0,0.0,0.0,0.15432098765432098
2026-06-10 13:15:00,301250.0,302000.0,300500.0,301000.0,14996688.0,-6.52,367208.0,302415.9733785136,-1415.9733785135904,301166.6666666667,359614.4081617541,-58614.40816175408,269256.6,1.3637845831819908,301000.0,1500.0,1000.0,500.0,1500.0,964.2857142857143,301750.0,304487.5,0,0,0,250.0,750.0,500.0,0.15432098765432098
2026-06-10 13:20:00,301250.0,301250.0,301250.0,301250.0,15044730.0,-6.44,48042.0,302156.8681832884,-906.868183288374,301250.0,359759.50946962304,-58509.50946962304,241141.0,0.19922783765514782,301000.0,0.0,250.0,250.0,250.0,946.4285714285714,301350.0,304300.0,0,0,0,0.0,0.0,0.0,0.1574074074074074
2026-06-10 13:25:00,299750.0,299750.0,299250.0,299250.0,16101443.0,-7.07,1056713.0,301510.897475891,-2260.89747589099,299416.6666666667,363250.172356946,-64000.17235694599,382834.4,2.7602352348691754,301250.0,500.0,1500.0,2000.0,2000.0,982.1428571428571,300800.0,303987.5,0,0,1,500.0,0.0,0.0,0.13271604938271606
2026-06-10 13:30:00,299000.0,299000.0,298500.0,298500.0,16451366.0,-7.3,349923.0,300841.8091479152,-2341.809147915221,298666.6666666667,364511.47444662754,-66011.47444662754,404630.8,0.864795759492357,299250.0,500.0,250.0,750.0,750.0,964.2857142857143,300200.0,303687.5,0,0,0,500.0,0.0,0.0,0.12345679012345678
2026-06-10 13:35:00,300000.0,300000.0,298500.0,299000.0,16849319.0,-7.14,397953.0,300432.5182261563,-1432.5182261563023,299166.6666666667,365995.7771355457,-66995.77713554568,443967.8,0.8963555465058503,298500.0,1500.0,1500.0,0.0,1500.0,982.1428571428571,299800.0,303387.5,0,0,0,1000.0,0.0,500.0,0.12962962962962962
2026-06-10 13:40:00,299000.0,299000.0,297500.0,297500.0,17193996.0,-7.61,344677.0,299780.8475092327,-2280.847509232699,298000.0,367360.3706920095,-69860.37069200951,439461.6,0.7843165364163787,299000.0,1500.0,0.0,1500.0,1500.0,1017.8571428571429,299100.0,302987.5,0,0,0,1500.0,0.0,0.0,0.1111111111111111
2026-06-10 13:45:00,297500.0,298000.0,297000.0,298000.0,17780387.0,-7.45,586391.0,299385.1036182921,-1385.1036182920798,297666.6666666667,369824.00868805026,-71824.00868805026,547131.4,1.071755340673191,297500.0,1000.0,500.0,500.0,1000.0,1053.5714285714287,298450.0,302537.5,0,0,0,500.0,0.0,500.0,0.11728395061728394
2026-06-10 13:50:00,299500.0,301000.0,299500.0,301000.0,18255069.0,-6.52,474682.0,299743.96948089387,1256.0305191061343,300500.0,371866.1756154823,-70866.17561548232,430725.2,1.1020530027033477,298000.0,1500.0,3000.0,1500.0,3000.0,1214.2857142857142,298800.0,302262.5,0,1,0,1500.0,0.0,0.0,0.15432098765432098
2026-06-10 13:55:00,301000.0,301000.0,298000.0,298000.0,18620514.0,-7.45,365445.0,299356.4207073619,-1356.420707361889,299000.0,373557.0667409101,-75557.06674091012,433829.6,0.8423699074475325,301000.0,3000.0,0.0,3000.0,3000.0,1357.142857142857,298700.0,301787.5,0,0,0,3000.0,0.0,0.0,0.11728395061728394
2026-06-10 14:00:00,298500.0,298750.0,298250.0,298750.0,18904811.0,-7.22,284297.0,299221.66055017035,-471.66055017034523,298583.3333333333,374935.4209514968,-76185.42095149681,411098.4,0.6915546253646329,298000.0,500.0,750.0,250.0,750.0,1357.142857142857,298650.0,301387.5,0,0,0,250.0,0.0,250.0,0.12654320987654322
2026-06-10 14:05:00,299000.0,300500.0,299000.0,299500.0,19158012.0,-6.99,253201.0,299283.5137612436,216.48623875639169,299666.6666666667,376188.35843596817,-76688.35843596817,392803.2,0.6446001458236592,298750.0,1500.0,1750.0,250.0,1750.0,1428.5714285714287,299050.0,301062.5,0,1,0,500.0,1000.0,0.0,0.13580246913580246
2026-06-10 14:10:00,299500.0,300000.0,299000.0,299500.0,19373345.0,-6.99,215333.0,299331.6218143006,168.37818569940282,299500.0,377289.59689316736,-77789.59689316736,318591.6,0.675890387568285,299500.0,1000.0,500.0,500.0,1000.0,1410.7142857142858,299350.0,300775.0,0,1,0,0.0,500.0,500.0,0.13580246913580246
2026-06-10 14:15:00,298500.0,298500.0,297750.0,297750.0,19687923.0,-7.53,314578.0,298980.15030001156,-1230.1503000115626,298000.0,378988.59761209466,-81238.59761209466,286570.8,1.097732218355813,299500.0,750.0,1000.0,1750.0,1750.0,1464.2857142857142,298700.0,300412.5,0,0,0,750.0,0.0,0.0,0.11419753086419752
2026-06-10 14:20:00,297500.0,297500.0,297250.0,297250.0,19994276.0,-7.69,306353.0,298595.67245556455,-1345.6724555645487,297333.3333333333,380728.8565832019,-83478.85658320191,274752.4,1.1150148278959529,297750.0,250.0,250.0,500.0,500.0,1446.4285714285713,298550.0,300062.5,0,0,0,250.0,0.0,0.0,0.10802469135802469
2026-06-10 14:25:00,297250.0,299500.0,297250.0,299500.0,20332152.0,-6.99,337876.0,298796.63413210574,703.3658678942593,298750.0,382702.17352038535,-83202.17352038535,285468.2,1.1835854221240754,297250.0,2250.0,2250.0,0.0,2250.0,1500.0,298700.0,299862.5,0,1,0,2250.0,0.0,0.0,0.13580246913580246
2026-06-10 14:30:00,299750.0,299750.0,299000.0,299000.0,20633441.0,-7.14,301289.0,298841.82654719334,158.17345280665904,299250.0,384532.72517517203,-85532.72517517203,295085.8,1.0210216825072573,299500.0,750.0,250.0,500.0,750.0,1535.7142857142858,298600.0,299625.0,0,1,0,750.0,0.0,0.0,0.12962962962962962
2026-06-10 14:35:00,298000.0,298000.0,297500.0,298000.0,20881388.0,-7.45,247947.0,298654.7539811504,-654.7539811503957,297833.3333333333,386126.5749292909,-88126.57492929092,301608.6,0.8220819963356483,299000.0,500.0,1000.0,1500.0,1500.0,1500.0,298300.0,299362.5,0,0,0,0.0,0.0,500.0,0.11728395061728394
2026-06-10 14:40:00,297500.0,297500.0,296500.0,296500.0,21309198.0,-7.92,427810.0,298175.919763117,-1675.919763116981,296833.3333333333,389051.67487801565,-92551.67487801565,324255.0,1.3193628471419099,298000.0,1000.0,500.0,1500.0,1500.0,1553.5714285714287,298050.0,299087.5,0,0,0,1000.0,0.0,0.0,0.09876543209876543
2026-06-10 14:45:00,296750.0,296750.0,295500.0,295500.0,21851527.0,-8.23,542329.0,297581.2709268688,-2081.270926868776,295916.6666666667,393086.89509457076,-97586.89509457076,371450.2,1.460031519703045,296500.0,1250.0,250.0,1000.0,1250.0,1535.7142857142858,297700.0,298787.5,0,0,0,1250.0,0.0,0.0,0.08641975308641975
2026-06-10 14:50:00,296250.0,298000.0,296250.0,298000.0,22253255.0,-7.45,401728.0,297674.32183200907,325.6781679909327,297416.6666666667,396259.143423666,-98259.14342366601,384220.6,1.0455660107761011,295500.0,1750.0,2500.0,750.0,2500.0,1607.142857142857,297400.0,298637.5,0,1,0,1750.0,0.0,0.0,0.11728395061728394
2026-06-10 14:55:00,299500.0,299500.0,298500.0,298500.0,22564388.0,-7.3,311133.0,297857.8058693404,642.1941306596273,298833.3333333333,398827.03684175503,-100327.03684175503,386189.4,0.8056487309076841,298000.0,1000.0,1500.0,500.0,1500.0,1642.857142857143,297300.0,298512.5,0,1,0,1000.0,0.0,0.0,0.12345679012345678
2026-06-10 15:00:00,299500.0,300500.0,299500.0,300500.0,22990918.0,-6.68,426530.0,298444.9601205981,2055.039879401913,300166.6666666667,402525.59281567746,-102025.59281567746,421906.0,1.0109597872511886,298500.0,1000.0,2000.0,1000.0,2000.0,1571.4285714285713,297800.0,298475.0,0,1,0,1000.0,0.0,0.0,0.14814814814814814
2026-06-10 15:05:00,301000.0,301500.0,301000.0,301000.0,23503884.0,-6.52,512966.0,299012.7467604652,1987.2532395347953,301166.6666666667,407311.07349654945,-106311.07349654945,438937.2,1.1686546503691189,300500.0,500.0,1000.0,500.0,1000.0,1428.5714285714287,298700.0,298562.5,0,1,0,0.0,500.0,0.0,0.15432098765432098
2026-06-10 15:10:00,300500.0,301000.0,300000.0,301000.0,23708358.0,-6.52,204474.0,299454.35859147296,1545.6414085270371,300666.6666666667,409356.5869930435,-108356.58699304349,371366.2,0.550599381419203,301000.0,1000.0,0.0,1000.0,1000.0,1446.4285714285713,299800.0,298687.5,0,1,0,500.0,0.0,500.0,0.15432098765432098
